sample_id,tree_albedo,tree_alloc_abg,tree_ctmp_lfdsp,tree_ctmp_lfshd,tree_sla,tree_ek0,tree_lue,tree_pmax,tree_topt,tree_tmin,tree_tmax,tree_gs_b0,tree_gs_b1,tree_gs_b2,tree_km_nstl,tree_kmci,tree_cmpcd0,tree_rgf,tree_rgc,tree_rgr,tree_rmf0,tree_rmc_s,tree_rmr_s,tree_rmc_h,tree_rmr_h,tree_qtf0,tree_qtc0,tree_qtr0,tree_f_sz_s,tree_f_sz_r,tree_lf0,tree_lc0,tree_lr0,tree_dcd,tree_root_spt_a,tree_root_spt_b,c3_albedo,c3_alloc_abg,c3_ctmp_lfdsp,c3_ctmp_lfshd,c3_sla,c3_ek0,c3_lue,c3_pmax,c3_topt,c3_tmin,c3_tmax,c3_gs_b0,c3_gs_b1,c3_gs_b2,c3_km_nstl,c3_kmci,c3_cmpcd0,c3_rgf,c3_rgc,c3_rgr,c3_rmf0,c3_rmc_s,c3_rmr_s,c3_rmc_h,c3_rmr_h,c3_qtf0,c3_qtc0,c3_qtr0,c3_f_sz_s,c3_f_sz_r,c3_lf0,c3_lc0,c3_lr0,c3_root_spt_a,c3_root_spt_b,c4_kmci,c4_cmpcd0,soil_albedo0,soil_sr_lf,soil_sr_lc,soil_sr_lr,soil_sr_ha,soil_sr_hi,soil_sr_hp,soil_kml,soil_kmh,soil_kmsl,soil_kmsh,soil_f_co2_lf,soil_f_co2_lc,soil_f_co2_lr,soil_f_hm_a,soil_f_hm_i,soil_f_hm_p,over_ke_d,over_ke_n,over_scttr,over_spect,over_rfl_d,over_photocap_n0,over_nc_ct,over_acen_et,over_hc_et,over_str_et,over_kc0,over_ko0,over_acen_kc,over_acen_ko,over_acen_vc,over_cv_j,over_cv_p,over_jvr,over_gss_b0,over_gss_b1,over_gss_b2,under_nc_ct,under_gss_b0,under_gss_b1,under_gss_b2,mean_GPP,mean_NEP,mean_ER,mean_NPP,sd_annual_GPP,sd_annual_NEP,sd_annual_ER,sd_annual_NPP,sd_daily_GPP,sd_daily_NEP,sd_daily_ER,sd_daily_NPP
88,0.3,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.5,366.0,62.0,0.1,0.33999999999999997,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,1.0,0.004,0.005,0.002,0.2,4.4,3.1999999999999997,0.1,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,13.200000000000001,0.6,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,1.4,2.2,182.0,1.0,0.004,0.001,0.003,4.4,5.0,83.0,6.0600000000000005,0.05,4.18,4.18,6.119999999999999,4.0,0.02,0.0304,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.3,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0,0.9890000000000001,0.053700000000000005,0.9349999999999999,0.7219,0.019189117286165673,0.01737207209543205,0.011045361017187226,0.015580971300489167,0.00030804461555983563,0.0002581146039029488,0.00012286061493872535,0.0002554943500486266
89,0.3,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.5,366.0,62.0,0.1,0.33999999999999997,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,1.0,0.004,0.005,0.002,0.2,4.4,3.1999999999999997,0.1,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,13.200000000000001,0.6,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,1.4,2.2,182.0,1.0,0.004,0.001,0.003,4.4,5.0,83.0,6.0600000000000005,0.05,4.18,4.18,6.119999999999999,4.0,0.24799999999999997,0.0304,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.3,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0,0.9890000000000001,0.053700000000000005,0.9352,0.7219,0.019189117286165673,0.01737207209543205,0.01107349187123111,0.015580971300489167,0.00030804461555983563,0.0002581349975766555,0.00012302601152751943,0.0002554943500486266
90,0.3,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.1,0.33999999999999997,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,1.0,0.004,0.005,0.002,0.2,4.4,3.1999999999999997,0.1,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,13.200000000000001,0.6,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,1.4,2.2,182.0,1.0,0.004,0.001,0.003,4.4,5.0,83.0,6.0600000000000005,0.05,4.18,4.18,6.119999999999999,4.0,0.24799999999999997,0.0304,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.3,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0,1.1075,0.060399999999999995,1.0474,0.8206999999999999,0.015925172247454985,0.012456145292808508,0.01365609347100738,0.012910374811668998,0.0003772902548319942,0.0003286620868484769,0.00013639972105967903,0.0003166745076048994
91,0.3,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.1,0.33999999999999997,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,1.0,0.004,0.005,0.002,0.2,4.4,3.1999999999999997,0.1,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,13.200000000000001,0.6,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,1.4,2.2,182.0,1.0,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.05,4.18,4.18,6.119999999999999,4.0,0.24799999999999997,0.0304,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.3,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0,1.1075,0.060399999999999995,1.0474,0.8206999999999999,0.015925172247454985,0.012456145292808508,0.01365609347100738,0.012910374811668998,0.0003772902548319942,0.0003286620868484769,0.00013639972105967903,0.0003166745076048994
92,0.3,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.1,0.33999999999999997,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,1.0,0.004,0.005,0.002,0.2,4.4,3.1999999999999997,0.1,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.6,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,1.4,2.2,182.0,1.0,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.05,4.18,4.18,6.119999999999999,4.0,0.24799999999999997,0.0304,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.3,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0,1.1094,0.060399999999999995,1.0493000000000001,0.8219999999999998,0.015966631871917537,0.012456145292808508,0.013711714375347543,0.012736648783028515,0.00037786801516864554,0.0003286070106570684,0.00013711956618230557,0.00031702017129498687
93,0.3,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.1,0.33999999999999997,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,1.0,0.004,0.005,0.002,0.2,4.4,3.1999999999999997,0.1,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.6,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,1.4,2.2,182.0,1.0,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.05,4.18,4.18,6.119999999999999,4.0,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.3,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0,1.1094,0.1412,0.968,0.8219999999999998,0.015966631871917537,0.011979612310551252,0.012605113600792701,0.012736648783028515,0.00037786801516864554,0.00032637065026989314,0.00012969354604113354,0.00031702017129498687
94,0.3,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.1,0.33999999999999997,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,1.0,0.004,0.005,0.002,0.2,4.4,3.1999999999999997,0.1,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.6,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,1.4,2.2,182.0,1.0,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.29,4.18,4.18,6.119999999999999,4.0,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.3,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0,1.1094,0.1412,0.968,0.8219999999999998,0.015966631871917537,0.011979612310551252,0.012605113600792701,0.012736648783028515,0.00037786801516864554,0.00032637065026989314,0.00012969354604113354,0.00031702017129498687
95,0.3,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.1,0.33999999999999997,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,1.0,0.004,0.005,0.002,0.2,4.4,3.1999999999999997,0.1,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.6,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,1.4,2.2,182.0,1.0,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.3,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0,1.1094,0.1432,0.9663999999999999,0.8219999999999998,0.015966631871917537,0.01129208178818729,0.010741404832598852,0.012736648783028515,0.00037786801516864554,0.0003223636444771004,0.00011732390103058711,0.00031702017129498687
96,0.3,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.1,0.33999999999999997,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,3.1999999999999997,0.1,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.6,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,1.4,2.2,182.0,1.0,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.3,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0,1.1074,0.14020000000000002,0.9669000000000001,0.8074999999999999,0.013334999895846326,0.011951754868823421,0.009882082551545282,0.010394977419675079,0.0003735985389762277,0.0003099800252342354,0.00012086941554597686,0.00031217684344843534
97,0.3,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.1,0.33999999999999997,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,3.1999999999999997,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.6,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,1.4,2.2,182.0,1.0,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.3,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0,1.1088,0.1416,0.9672000000000001,0.8084,0.014581571322125106,0.012562731479348837,0.009897249898611014,0.011871534582072046,0.0003695178592027866,0.00031282122428229127,0.00011732256396108241,0.00030943689822688166
98,0.3,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.33999999999999997,0.33999999999999997,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,3.1999999999999997,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.6,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,1.4,2.2,182.0,1.0,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.3,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0,1.1068000000000002,0.1392,0.9676,0.7992,0.01313857763314667,0.008841819822738852,0.010532489417670142,0.009942054337230517,0.00037867680279985897,0.00031118499570082295,0.0001223463842610361,0.0003124596038617856
99,0.3,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.33999999999999997,0.33999999999999997,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,3.1999999999999997,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.6,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,2.6,2.2,182.0,1.0,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.3,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0,1.1068000000000002,0.137,0.9699,0.7864000000000001,0.01313857763314667,0.008628119403696519,0.010723287224022729,0.009500877152487913,0.00037867733399642867,0.0003114939980926654,0.00012425606855852916,0.0003120297288165267
100,0.3,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.33999999999999997,0.33999999999999997,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,3.1999999999999997,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.30000000000000004,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,2.6,2.2,182.0,1.0,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.3,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0,1.17,0.143,1.0271,0.8221,0.015398412616601492,0.010033277962194938,0.011694728157023012,0.011532080856848372,0.00038201234219996296,0.00031133325154357943,0.0001319121779901422,0.0003125829964954439
101,0.15000000000000002,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.33999999999999997,0.33999999999999997,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,3.1999999999999997,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.30000000000000004,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,2.6,2.2,182.0,1.0,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.3,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0,1.17,0.14279999999999998,1.0271,0.8221,0.015398412616601492,0.009986657765906133,0.011694728157023012,0.011532080856848372,0.00038200842136654846,0.0003111101382149317,0.00013211219386984025,0.00031233699102876196
102,0.15000000000000002,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.33999999999999997,0.33999999999999997,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,0.5,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.30000000000000004,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,2.6,2.2,182.0,1.0,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.3,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0,1.17,0.14279999999999998,1.0271,0.8221,0.015398412616601492,0.009986657765906133,0.011694728157023012,0.011532080856848372,0.00038200842136654846,0.0003111101382149317,0.00013211219386984025,0.00031233699102876196
103,0.15000000000000002,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.33999999999999997,0.1,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,0.5,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.30000000000000004,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,2.6,2.2,182.0,1.0,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.3,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0,1.1702,0.1453,1.0249,0.8362,0.017203358845166175,0.011709919821340462,0.01197636561454825,0.013121653012398175,0.00037971023881589285,0.000317257458254138,0.00012954072575336415,0.0003177525501646605
104,0.15000000000000002,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.33999999999999997,0.1,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,0.5,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.30000000000000004,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,2.6,2.2,182.0,1.0,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.6,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0,1.1702,0.1263,1.0438,0.8362,0.017203358845166175,0.02121870244226384,0.023389456314046004,0.013121653012398175,0.00037971023881589285,0.000327517556046587,0.00016449843180344249,0.0003177525501646605
105,0.15000000000000002,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,0.9996000000000009,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.33999999999999997,0.1,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,0.5,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.30000000000000004,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,2.6,2.2,182.0,1.0,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.6,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0,1.1815,0.1276,1.0538,0.8459999999999999,0.015622277540600658,0.019091592099374236,0.024123755005296253,0.011972189997378658,0.0003967116121896435,0.000339803462943984,0.00016788028631040713,0.00033272593315961303
106,0.15000000000000002,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,0.9996000000000009,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.33999999999999997,0.1,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,0.5,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.30000000000000004,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,2.6,2.2,182.0,48.4,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.6,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0,1.1815,0.12769999999999998,1.0538,0.8459999999999999,0.015622277540600658,0.01906742422737446,0.024123755005296253,0.011972189997378658,0.00039671302340525807,0.0003398620219799111,0.00016779842740508944,0.00033280346463149236
