sample_id,tree_albedo,tree_alloc_abg,tree_ctmp_lfdsp,tree_ctmp_lfshd,tree_sla,tree_ek0,tree_lue,tree_pmax,tree_topt,tree_tmin,tree_tmax,tree_gs_b0,tree_gs_b1,tree_gs_b2,tree_km_nstl,tree_kmci,tree_cmpcd0,tree_rgf,tree_rgc,tree_rgr,tree_rmf0,tree_rmc_s,tree_rmr_s,tree_rmc_h,tree_rmr_h,tree_qtf0,tree_qtc0,tree_qtr0,tree_f_sz_s,tree_f_sz_r,tree_lf0,tree_lc0,tree_lr0,tree_dcd,tree_root_spt_a,tree_root_spt_b,c3_albedo,c3_alloc_abg,c3_ctmp_lfdsp,c3_ctmp_lfshd,c3_sla,c3_ek0,c3_lue,c3_pmax,c3_topt,c3_tmin,c3_tmax,c3_gs_b0,c3_gs_b1,c3_gs_b2,c3_km_nstl,c3_kmci,c3_cmpcd0,c3_rgf,c3_rgc,c3_rgr,c3_rmf0,c3_rmc_s,c3_rmr_s,c3_rmc_h,c3_rmr_h,c3_qtf0,c3_qtc0,c3_qtr0,c3_f_sz_s,c3_f_sz_r,c3_lf0,c3_lc0,c3_lr0,c3_root_spt_a,c3_root_spt_b,c4_kmci,c4_cmpcd0,soil_albedo0,soil_sr_lf,soil_sr_lc,soil_sr_lr,soil_sr_ha,soil_sr_hi,soil_sr_hp,soil_kml,soil_kmh,soil_kmsl,soil_kmsh,soil_f_co2_lf,soil_f_co2_lc,soil_f_co2_lr,soil_f_hm_a,soil_f_hm_i,soil_f_hm_p,over_ke_d,over_ke_n,over_scttr,over_spect,over_rfl_d,over_photocap_n0,over_nc_ct,over_acen_et,over_hc_et,over_str_et,over_kc0,over_ko0,over_acen_kc,over_acen_ko,over_acen_vc,over_cv_j,over_cv_p,over_jvr,over_gss_b0,over_gss_b1,over_gss_b2,under_nc_ct,under_gss_b0,under_gss_b1,under_gss_b2
10,0.3,0.58,4.2,14.0,300.0,0.9,0.08,25.0,10.0,9.999,33.6,70.0,3000.0,50.0,0.5,114.0,20.0,0.1,0.33999999999999997,0.1,2.0,0.203,0.005,1.61,0.10400000000000001,2.6,1.4,1.4,64.0,1.0,0.001,0.002,0.005,0.08600000000000001,8.600000000000001,3.1999999999999997,0.1,0.9,4.2,5.0,158.0,300.0,0.055999999999999994,16.8,10.0,20.0,45.0,14.8,20000.0,13.200000000000001,0.6,198.0,90.0,0.18000000000000002,0.5,0.5,0.01,0.302,0.014000000000000002,0.8300000000000001,0.005,1.0,1.4,1.0,5.0,1.0,0.004,0.004,0.0,8.600000000000001,5.0,200.0,6.0600000000000005,0.05,10.0,10.0,0.3,4.0,0.02,0.0304,0.7300000000000001,0.05,0.39,0.39,0.78,0.66,0.66,0.3,0.4,0.8,0.78,0.78,0.22999999999999998,0.1,0.08600000000000001,0.8999999999999999,74.0,60000.0,250000.0,760.0,70.0,35000.0,62000.0,36000.0,80000.0,0.54,0.6,1.58,2.8,4600.0,5.2,250.0,1.0,8200.0,3.8000000000000003
11,0.3,0.58,4.2,14.0,300.0,0.9,0.08,25.0,10.0,9.999,33.6,70.0,3000.0,50.0,0.5,114.0,20.0,0.1,0.33999999999999997,0.1,2.0,0.203,0.005,1.61,0.10400000000000001,2.6,1.4,1.4,64.0,1.0,0.001,0.002,0.005,0.08600000000000001,8.600000000000001,3.1999999999999997,0.1,0.9,4.2,5.0,158.0,300.0,0.055999999999999994,16.8,10.0,5.0,45.0,14.8,20000.0,13.200000000000001,0.6,198.0,90.0,0.18000000000000002,0.5,0.5,0.01,0.302,0.014000000000000002,0.8300000000000001,0.005,1.0,1.4,1.0,5.0,1.0,0.004,0.004,0.0,8.600000000000001,5.0,200.0,6.0600000000000005,0.05,10.0,10.0,0.3,4.0,0.02,0.0304,0.7300000000000001,0.05,0.39,0.39,0.78,0.66,0.66,0.3,0.4,0.8,0.78,0.78,0.22999999999999998,0.1,0.08600000000000001,0.8999999999999999,74.0,60000.0,250000.0,760.0,70.0,35000.0,62000.0,36000.0,80000.0,0.54,0.6,1.58,2.8,4600.0,5.2,250.0,1.0,8200.0,3.8000000000000003
12,0.3,0.58,4.2,14.0,300.0,0.9,0.08,25.0,10.0,9.999,33.6,70.0,3000.0,50.0,0.5,114.0,20.0,0.1,0.33999999999999997,0.1,2.0,0.203,0.005,1.61,0.10400000000000001,2.6,1.4,1.4,64.0,1.0,0.001,0.002,0.005,0.08600000000000001,8.600000000000001,3.1999999999999997,0.1,0.9,4.2,5.0,158.0,300.0,0.055999999999999994,16.8,10.0,5.0,45.0,14.8,20000.0,13.200000000000001,0.6,198.0,90.0,0.18000000000000002,0.5,0.5,0.01,0.302,0.014000000000000002,0.8300000000000001,0.005,1.0,1.4,1.0,5.0,1.0,0.004,0.004,0.0,8.600000000000001,5.0,200.0,6.0600000000000005,0.05,10.0,10.0,0.3,4.0,0.02,0.0304,0.7300000000000001,0.05,0.39,0.39,0.78,0.66,0.66,0.3,0.4,0.8,0.78,0.78,0.22999999999999998,0.1,0.08600000000000001,0.8999999999999999,74.0,60000.0,250000.0,760.0,70.0,35000.0,62000.0,36000.0,80000.0,0.54,0.78,1.58,2.8,4600.0,5.2,250.0,1.0,8200.0,3.8000000000000003
13,0.3,0.58,4.2,14.0,300.0,0.9,0.08,25.0,10.0,9.999,33.6,70.0,3000.0,50.0,0.5,114.0,20.0,0.1,0.33999999999999997,0.1,2.0,0.203,0.005,1.61,0.10400000000000001,2.6,1.4,1.4,64.0,1.0,0.001,0.002,0.005,0.08600000000000001,8.600000000000001,3.1999999999999997,0.1,0.9,4.2,5.0,158.0,300.0,0.055999999999999994,16.8,10.0,5.0,45.0,14.8,20000.0,13.200000000000001,0.6,198.0,90.0,0.18000000000000002,0.5,0.5,0.01,0.302,0.014000000000000002,0.8300000000000001,0.005,1.0,1.4,1.0,5.0,1.0,0.004,0.004,0.0,8.600000000000001,5.0,200.0,6.0600000000000005,0.05,10.0,10.0,0.3,4.0,0.02,0.0304,0.7300000000000001,0.05,0.39,0.39,0.78,0.66,0.66,0.3,0.4,0.8,0.78,0.78,0.22999999999999998,0.1,0.08600000000000001,0.8999999999999999,74.0,60000.0,250000.0,760.0,70.0,35000.0,62000.0,36000.0,80000.0,0.54,0.78,2.42,2.8,4600.0,5.2,250.0,1.0,8200.0,3.8000000000000003
14,0.3,0.58,4.2,14.0,300.0,0.9,0.08,25.0,10.0,9.999,33.6,70.0,3000.0,50.0,0.5,114.0,20.0,0.1,0.33999999999999997,0.1,2.0,0.203,0.005,1.61,0.401,2.6,1.4,1.4,64.0,1.0,0.001,0.002,0.005,0.08600000000000001,8.600000000000001,3.1999999999999997,0.1,0.9,4.2,5.0,158.0,300.0,0.055999999999999994,16.8,10.0,5.0,45.0,14.8,20000.0,13.200000000000001,0.6,198.0,90.0,0.18000000000000002,0.5,0.5,0.01,0.302,0.014000000000000002,0.8300000000000001,0.005,1.0,1.4,1.0,5.0,1.0,0.004,0.004,0.0,8.600000000000001,5.0,200.0,6.0600000000000005,0.05,10.0,10.0,0.3,4.0,0.02,0.0304,0.7300000000000001,0.05,0.39,0.39,0.78,0.66,0.66,0.3,0.4,0.8,0.78,0.78,0.22999999999999998,0.1,0.08600000000000001,0.8999999999999999,74.0,60000.0,250000.0,760.0,70.0,35000.0,62000.0,36000.0,80000.0,0.54,0.78,2.42,2.8,4600.0,5.2,250.0,1.0,8200.0,3.8000000000000003
15,0.3,0.58,4.2,14.0,300.0,0.9,0.08,25.0,10.0,9.999,33.6,70.0,3000.0,50.0,0.5,114.0,20.0,0.1,0.33999999999999997,0.1,2.0,0.203,0.005,1.61,0.401,2.6,1.4,1.4,64.0,1.0,0.001,0.002,0.005,0.08600000000000001,8.600000000000001,3.1999999999999997,0.1,0.9,4.2,5.0,158.0,300.0,0.055999999999999994,16.8,10.0,5.0,45.0,14.8,20000.0,13.200000000000001,0.6,198.0,90.0,0.18000000000000002,0.5,0.5,0.01,0.302,0.014000000000000002,0.8300000000000001,0.005,1.0,1.4,1.0,5.0,1.0,0.004,0.004,0.0,8.600000000000001,5.0,200.0,6.0600000000000005,0.05,10.0,10.0,0.3,4.0,0.02,0.0304,0.7300000000000001,0.05,0.39,0.39,0.78,0.66,0.66,0.3,0.4,0.8,0.78,0.78,0.22999999999999998,0.1,0.08600000000000001,0.8999999999999999,74.0,60000.0,250000.0,760.0,70.0,35000.0,62000.0,36000.0,68000.0,0.54,0.78,2.42,2.8,4600.0,5.2,250.0,1.0,8200.0,3.8000000000000003
16,0.3,0.58,4.2,14.0,300.0,0.9,0.08,25.0,10.0,9.999,33.6,70.0,3000.0,50.0,0.5,114.0,20.0,0.1,0.33999999999999997,0.1,2.0,0.203,0.005,1.61,0.401,2.6,1.4,1.4,64.0,1.0,0.001,0.002,0.005,0.08600000000000001,8.600000000000001,3.1999999999999997,0.1,0.9,4.2,5.0,158.0,300.0,0.055999999999999994,16.8,10.0,5.0,45.0,14.8,20000.0,13.200000000000001,0.6,198.0,90.0,0.18000000000000002,0.5,0.5,0.01,0.302,0.014000000000000002,0.8300000000000001,0.005,1.0,1.4,1.0,5.0,1.0,0.004,0.004,0.0,8.600000000000001,5.0,200.0,6.0600000000000005,0.05,10.0,10.0,0.3,4.0,0.02,0.0304,0.7300000000000001,0.05,0.39,0.39,0.78,0.66,0.66,0.3,0.4,0.8,0.78,0.78,0.22999999999999998,0.1,0.08600000000000001,0.8999999999999999,74.0,60000.0,250000.0,760.0,70.0,35000.0,62000.0,36000.0,68000.0,0.54,0.78,2.42,8.2,4600.0,5.2,250.0,1.0,8200.0,3.8000000000000003
17,0.3,0.58,4.2,14.0,300.0,0.9,0.08,25.0,10.0,9.999,33.6,70.0,3000.0,50.0,0.5,114.0,20.0,0.1,0.33999999999999997,0.1,2.0,0.203,0.005,1.61,0.401,2.6,1.4,1.4,64.0,1.0,0.001,0.002,0.005,0.08600000000000001,8.600000000000001,3.1999999999999997,0.1,0.9,4.2,5.0,158.0,300.0,0.055999999999999994,16.8,10.0,5.0,45.0,14.8,20000.0,13.200000000000001,0.6,450.0,90.0,0.18000000000000002,0.5,0.5,0.01,0.302,0.014000000000000002,0.8300000000000001,0.005,1.0,1.4,1.0,5.0,1.0,0.004,0.004,0.0,8.600000000000001,5.0,200.0,6.0600000000000005,0.05,10.0,10.0,0.3,4.0,0.02,0.0304,0.7300000000000001,0.05,0.39,0.39,0.78,0.66,0.66,0.3,0.4,0.8,0.78,0.78,0.22999999999999998,0.1,0.08600000000000001,0.8999999999999999,74.0,60000.0,250000.0,760.0,70.0,35000.0,62000.0,36000.0,68000.0,0.54,0.78,2.42,8.2,4600.0,5.2,250.0,1.0,8200.0,3.8000000000000003
18,0.3,0.58,4.2,14.0,300.0,0.9,0.08,25.0,10.0,9.999,33.6,70.0,3000.0,50.0,0.5,114.0,20.0,0.1,0.33999999999999997,0.1,2.0,0.203,0.005,1.61,0.401,2.6,1.4,1.4,64.0,1.0,0.001,0.002,0.005,0.08600000000000001,8.600000000000001,3.1999999999999997,0.1,0.9,4.2,5.0,158.0,300.0,0.055999999999999994,30.0,10.0,5.0,45.0,14.8,20000.0,13.200000000000001,0.6,450.0,90.0,0.18000000000000002,0.5,0.5,0.01,0.302,0.014000000000000002,0.8300000000000001,0.005,1.0,1.4,1.0,5.0,1.0,0.004,0.004,0.0,8.600000000000001,5.0,200.0,6.0600000000000005,0.05,10.0,10.0,0.3,4.0,0.02,0.0304,0.7300000000000001,0.05,0.39,0.39,0.78,0.66,0.66,0.3,0.4,0.8,0.78,0.78,0.22999999999999998,0.1,0.08600000000000001,0.8999999999999999,74.0,60000.0,250000.0,760.0,70.0,35000.0,62000.0,36000.0,68000.0,0.54,0.78,2.42,8.2,4600.0,5.2,250.0,1.0,8200.0,3.8000000000000003
19,0.3,0.58,4.2,14.0,300.0,0.9,0.08,25.0,10.0,9.999,33.6,70.0,3000.0,50.0,0.5,114.0,20.0,0.1,0.33999999999999997,0.1,2.0,0.203,0.005,1.61,0.401,2.6,1.4,1.4,64.0,1.0,0.001,0.002,0.005,0.08600000000000001,8.600000000000001,3.1999999999999997,0.1,0.9,4.2,5.0,158.0,300.0,0.055999999999999994,30.0,10.0,5.0,45.0,14.8,20000.0,13.200000000000001,0.6,450.0,90.0,0.18000000000000002,0.5,0.5,0.01,0.302,0.041,0.8300000000000001,0.005,1.0,1.4,1.0,5.0,1.0,0.004,0.004,0.0,8.600000000000001,5.0,200.0,6.0600000000000005,0.05,10.0,10.0,0.3,4.0,0.02,0.0304,0.7300000000000001,0.05,0.39,0.39,0.78,0.66,0.66,0.3,0.4,0.8,0.78,0.78,0.22999999999999998,0.1,0.08600000000000001,0.8999999999999999,74.0,60000.0,250000.0,760.0,70.0,35000.0,62000.0,36000.0,68000.0,0.54,0.78,2.42,8.2,4600.0,5.2,250.0,1.0,8200.0,3.8000000000000003
20,0.3,0.58,4.2,14.0,300.0,0.9,0.08,25.0,10.0,9.999,33.6,70.0,3000.0,50.0,0.5,114.0,20.0,0.1,0.33999999999999997,0.1,2.0,0.203,0.005,1.61,0.401,2.6,1.4,1.4,64.0,1.0,0.001,0.002,0.005,0.08600000000000001,8.600000000000001,3.1999999999999997,0.1,0.9,4.2,5.0,158.0,300.0,0.055999999999999994,30.0,10.0,5.0,45.0,14.8,20000.0,13.200000000000001,0.6,450.0,48.0,0.18000000000000002,0.5,0.5,0.01,0.302,0.041,0.8300000000000001,0.005,1.0,1.4,1.0,5.0,1.0,0.004,0.004,0.0,8.600000000000001,5.0,200.0,6.0600000000000005,0.05,10.0,10.0,0.3,4.0,0.02,0.0304,0.7300000000000001,0.05,0.39,0.39,0.78,0.66,0.66,0.3,0.4,0.8,0.78,0.78,0.22999999999999998,0.1,0.08600000000000001,0.8999999999999999,74.0,60000.0,250000.0,760.0,70.0,35000.0,62000.0,36000.0,68000.0,0.54,0.78,2.42,8.2,4600.0,5.2,250.0,1.0,8200.0,3.8000000000000003
